Species	Symbol	Ensembl	Family	Protein	Entrez ID
Sus_scrofa	SPDEF	ENSSSCG00000036573	ETS	ENSSSCP00000048831;	100153013
Sus_scrofa	PHOX2A	ENSSSCG00000014813	Homeobox	ENSSSCP00000015731;	100627877
Sus_scrofa	FOXJ1	ENSSSCG00000017187	Fork_head	ENSSSCP00000018211;	100623071
Sus_scrofa	SIX6	ENSSSCG00000005086	Homeobox	ENSSSCP00000005466;	100519236
Sus_scrofa	DBP	ENSSSCG00000003148	TF_bZIP	ENSSSCP00000003411;	100524747
Sus_scrofa	NFAT5	ENSSSCG00000002755	RHD	ENSSSCP00000033597;ENSSSCP00000032346;ENSSSCP00000036403;ENSSSCP00000046026;ENSSSCP00000029262;ENSSSCP00000048354;ENSSSCP00000038616;ENSSSCP00000002973;ENSSSCP00000036472;ENSSSCP00000029977;	100516737
Sus_scrofa	HOXA10	ENSSSCG00000021204	Homeobox	ENSSSCP00000034107;ENSSSCP00000021788;	100620451
Sus_scrofa	SP2	ENSSSCG00000017516	zf-C2H2	ENSSSCP00000018564;	100626417
Sus_scrofa	ZGLP1	ENSSSCG00000025754	zf-GATA	ENSSSCP00000024876;	100526209
Sus_scrofa	ZNF711	ENSSSCG00000021601	zf-C2H2	ENSSSCP00000047759;ENSSSCP00000050045;ENSSSCP00000019657;ENSSSCP00000049004;ENSSSCP00000033968;ENSSSCP00000050544;ENSSSCP00000043027;	100152061
Sus_scrofa	-	ENSSSCG00000013715	zf-C2H2	ENSSSCP00000043460;ENSSSCP00000031919;ENSSSCP00000038646;ENSSSCP00000031344;ENSSSCP00000014576;ENSSSCP00000040610;ENSSSCP00000055324;	100517751
Sus_scrofa	ZNF649	ENSSSCG00000038927	zf-C2H2	ENSSSCP00000055428;ENSSSCP00000037807;ENSSSCP00000045416;	100625694
Sus_scrofa	-	ENSSSCG00000036515	DACH	ENSSSCP00000058786;	-
Sus_scrofa	-	ENSSSCG00000032065	Homeobox	ENSSSCP00000053202;	110255212
Sus_scrofa	ZBTB7A	ENSSSCG00000029236	ZBTB	ENSSSCP00000020483;ENSSSCP00000020483;ENSSSCP00000055604;ENSSSCP00000055604;ENSSSCP00000040116;ENSSSCP00000040116;ENSSSCP00000055742;ENSSSCP00000055742;ENSSSCP00000034908;	100625057
Sus_scrofa	SIM2	ENSSSCG00000027179	bHLH	ENSSSCP00000020917;	100623917
Sus_scrofa	ZNF644	ENSSSCG00000022534	zf-C2H2	ENSSSCP00000056530;ENSSSCP00000056841;ENSSSCP00000025819;ENSSSCP00000040398;ENSSSCP00000046210;ENSSSCP00000007370;ENSSSCP00000034421;	100152774
Sus_scrofa	ZFP69B	ENSSSCG00000003981	zf-C2H2	ENSSSCP00000046059;ENSSSCP00000035972;ENSSSCP00000044033;ENSSSCP00000004302;ENSSSCP00000053802;ENSSSCP00000004303;ENSSSCP00000042822;ENSSSCP00000041305;	100511204
Sus_scrofa	FOXH1	ENSSSCG00000005902	Fork_head	ENSSSCP00000006310;	100154027
Sus_scrofa	GLI4	ENSSSCG00000039881	zf-C2H2	ENSSSCP00000056279;	-
Sus_scrofa	TAPBP	ENSSSCG00000001507	zf-C2H2	ENSSSCP00000037938;	100155428
Sus_scrofa	NR2F1	ENSSSCG00000014157	RXR-like	ENSSSCP00000036185;ENSSSCP00000015055;ENSSSCP00000047766;	100621341
Sus_scrofa	GLI2	ENSSSCG00000015733	zf-C2H2	ENSSSCP00000016673;	100520334
Sus_scrofa	SMARCA1	ENSSSCG00000012649	MYB	ENSSSCP00000029556;ENSSSCP00000028784;ENSSSCP00000013448;	100188905
Sus_scrofa	THRA	ENSSSCG00000035969	THR-like	ENSSSCP00000032431;ENSSSCP00000041664;ENSSSCP00000036874;	397387
Sus_scrofa	ZNF133	ENSSSCG00000007093	zf-C2H2	ENSSSCP00000007556;ENSSSCP00000048825;	100523338
Sus_scrofa	-	ENSSSCG00000034545	zf-C2H2	ENSSSCP00000014319;ENSSSCP00000052553;	110259370
Sus_scrofa	ZNF329	ENSSSCG00000023027	zf-C2H2	ENSSSCP00000021444;	102158310
Sus_scrofa	-	ENSSSCG00000034666	HMG	ENSSSCP00000052275;	-
Sus_scrofa	ZNF358	ENSSSCG00000025078	zf-C2H2	ENSSSCP00000046504;ENSSSCP00000046546;ENSSSCP00000058580;ENSSSCP00000059030;	-
Sus_scrofa	CAMTA2	ENSSSCG00000017902	CG-1	ENSSSCP00000049487;ENSSSCP00000034788;ENSSSCP00000018964;ENSSSCP00000059216;ENSSSCP00000055470;ENSSSCP00000042646;	100511531
Sus_scrofa	HMGXB4	ENSSSCG00000025780	HMG	ENSSSCP00000053065;ENSSSCP00000032846;ENSSSCP00000027877;ENSSSCP00000040921;	100621900
Sus_scrofa	HOXC9	ENSSSCG00000034474	Homeobox	ENSSSCP00000048206;	106510295
Sus_scrofa	IRF9	ENSSSCG00000002002	IRF	ENSSSCP00000002188;	780415
Sus_scrofa	ZNF217	ENSSSCG00000007484	zf-C2H2	ENSSSCP00000047904;ENSSSCP00000007974;ENSSSCP00000029655;ENSSSCP00000028367;	100141410
Sus_scrofa	-	ENSSSCG00000000867	ETS	ENSSSCP00000055289;ENSSSCP00000000927;	102164462
Sus_scrofa	-	ENSSSCG00000013718	zf-C2H2	ENSSSCP00000014588;ENSSSCP00000014580;ENSSSCP00000050604;ENSSSCP00000046906;ENSSSCP00000014589;	102166940
Sus_scrofa	PAX7	ENSSSCG00000034627	PAX	ENSSSCP00000039630;	100625823
Sus_scrofa	-	ENSSSCG00000040639	THAP	ENSSSCP00000055443;	-
Sus_scrofa	POU1F1	ENSSSCG00000011996	Pou	ENSSSCP00000012779;	397325
Sus_scrofa	-	ENSSSCG00000040927	HSF	ENSSSCP00000044357;	-
Sus_scrofa	TBX20	ENSSSCG00000016662	T-box	ENSSSCP00000017651;	100524471
Sus_scrofa	HES4	ENSSSCG00000035420	bHLH	ENSSSCP00000046780;	100739264
Sus_scrofa	TTF1	ENSSSCG00000005725	MYB	ENSSSCP00000051584;ENSSSCP00000051025;ENSSSCP00000006133;	100511433
Sus_scrofa	ZNF10	ENSSSCG00000033616	zf-C2H2	ENSSSCP00000040387;ENSSSCP00000042690;ENSSSCP00000054817;	100627773
Sus_scrofa	LHX6	ENSSSCG00000005530	Homeobox	ENSSSCP00000005926;	-
Sus_scrofa	ETV3	ENSSSCG00000024970	ETS	ENSSSCP00000039918;ENSSSCP00000038140;ENSSSCP00000022852;	100738127
Sus_scrofa	BHLHE41	ENSSSCG00000028552	bHLH	ENSSSCP00000049025;	100626912
Sus_scrofa	RAX2	ENSSSCG00000032429	Homeobox	ENSSSCP00000031511;	100626562
Sus_scrofa	POF1B	ENSSSCG00000012462	LRRFIP	ENSSSCP00000032115;ENSSSCP00000013260;ENSSSCP00000046288;	100523581
Sus_scrofa	ZFP92	ENSSSCG00000012768	zf-C2H2	ENSSSCP00000039079;ENSSSCP00000013575;ENSSSCP00000052465;ENSSSCP00000056138;ENSSSCP00000057514;	100623680
Sus_scrofa	TBX21	ENSSSCG00000017517	T-box	ENSSSCP00000018565;	100518804
Sus_scrofa	DDIT3	ENSSSCG00000040751	TF_bZIP	ENSSSCP00000050026;ENSSSCP00000044365;	100240743
Sus_scrofa	TFE3	ENSSSCG00000012287	bHLH	ENSSSCP00000013076;	100511298
Sus_scrofa	ZNF621	ENSSSCG00000026550	zf-C2H2	ENSSSCP00000021572;	100623639
Sus_scrofa	SOX15	ENSSSCG00000017954	HMG	ENSSSCP00000019020;	100522397
Sus_scrofa	POU2F2	ENSSSCG00000037132	Pou	ENSSSCP00000038633;ENSSSCP00000050711;ENSSSCP00000046852;	397105
Sus_scrofa	-	ENSSSCG00000031933	Homeobox	ENSSSCP00000033133;	100520816
Sus_scrofa	ZNF410	ENSSSCG00000002352	zf-C2H2	ENSSSCP00000055346;ENSSSCP00000044493;ENSSSCP00000002551;	100512059
Sus_scrofa	ZNF264	ENSSSCG00000033340	zf-C2H2	ENSSSCP00000042695;ENSSSCP00000049119;ENSSSCP00000035220;ENSSSCP00000049031;ENSSSCP00000045153;ENSSSCP00000036000;ENSSSCP00000040934;	110261306
Sus_scrofa	MEF2B	ENSSSCG00000030351	SRF	ENSSSCP00000027356;ENSSSCP00000045468;	733675
Sus_scrofa	IRF2	ENSSSCG00000015782	IRF	ENSSSCP00000028386;ENSSSCP00000051382;ENSSSCP00000028473;ENSSSCP00000016722;ENSSSCP00000046206;	100621620
Sus_scrofa	-	ENSSSCG00000029600	zf-C2H2	ENSSSCP00000040136;ENSSSCP00000044773;	-
Sus_scrofa	STAT5B	ENSSSCG00000017406	STAT	ENSSSCP00000049220;ENSSSCP00000018443;ENSSSCP00000018445;ENSSSCP00000037840;	397340
Sus_scrofa	DMRT3	ENSSSCG00000040481	DM	ENSSSCP00000047619;	110255644
Sus_scrofa	OLIG1	ENSSSCG00000012040	bHLH	ENSSSCP00000012821;	100620095
Sus_scrofa	NKX2-4	ENSSSCG00000007110	Homeobox	ENSSSCP00000007573;	102158293
Sus_scrofa	ZNF219	ENSSSCG00000038313	zf-C2H2	ENSSSCP00000041938;ENSSSCP00000051037;ENSSSCP00000053638;ENSSSCP00000035500;	100623182
Sus_scrofa	-	ENSSSCG00000035908	HMG	ENSSSCP00000055891;	100517745
Sus_scrofa	SMAD3	ENSSSCG00000004952	MH1	ENSSSCP00000005327;	397260
Sus_scrofa	-	ENSSSCG00000000191	HMG	ENSSSCP00000027568;	110260656
Sus_scrofa	-	ENSSSCG00000036032	zf-C2H2	ENSSSCP00000031372;	-
Sus_scrofa	KLF1	ENSSSCG00000013730	zf-C2H2	ENSSSCP00000014600;	100174958
Sus_scrofa	-	ENSSSCG00000038009	zf-C2H2	ENSSSCP00000044332;	100737912
Sus_scrofa	PRDM6	ENSSSCG00000014238	zf-C2H2	ENSSSCP00000015146;	100524509
Sus_scrofa	MIER2	ENSSSCG00000014003	MYB	ENSSSCP00000014888;	100517458
Sus_scrofa	GTF3A	ENSSSCG00000009305	zf-C2H2	ENSSSCP00000055980;ENSSSCP00000040890;ENSSSCP00000009927;	100524455
Sus_scrofa	-	ENSSSCG00000003070	zf-C2H2	ENSSSCP00000043627;ENSSSCP00000003324;	100524260
Sus_scrofa	NR2F6	ENSSSCG00000013873	RXR-like	ENSSSCP00000014750;	100516724
Sus_scrofa	FOXR1	ENSSSCG00000015101	Fork_head	ENSSSCP00000016024;	100522025
Sus_scrofa	POLR3B	ENSSSCG00000000169	RFX	ENSSSCP00000048808;ENSSSCP00000000175;	102159905
Sus_scrofa	PPARD	ENSSSCG00000001539	THR-like	ENSSSCP00000041453;ENSSSCP00000040688;ENSSSCP00000049267;ENSSSCP00000032045;ENSSSCP00000045932;ENSSSCP00000001670;	397297
Sus_scrofa	-	ENSSSCG00000036280	zf-C2H2	ENSSSCP00000049857;ENSSSCP00000040385;	100626009
Sus_scrofa	IKZF4	ENSSSCG00000031139	zf-C2H2	ENSSSCP00000038370;	100625585
Sus_scrofa	NFYB	ENSSSCG00000000844	NF-YB	ENSSSCP00000045579;ENSSSCP00000040936;ENSSSCP00000000899;	100157587
Sus_scrofa	CREB5	ENSSSCG00000016690	TF_bZIP	ENSSSCP00000017680;ENSSSCP00000059534;	100515635
Sus_scrofa	-	ENSSSCG00000039774	zf-C2H2	ENSSSCP00000046661;	100737823
Sus_scrofa	-	ENSSSCG00000039037	TF_Otx	ENSSSCP00000039971;	-
Sus_scrofa	SIX4	ENSSSCG00000005089	Homeobox	ENSSSCP00000035454;ENSSSCP00000005468;	100153985
Sus_scrofa	-	ENSSSCG00000038852	zf-C2H2	ENSSSCP00000034127;	100620532
Sus_scrofa	-	ENSSSCG00000033601	zf-C2H2	ENSSSCP00000040353;	100513362
Sus_scrofa	VEZF1	ENSSSCG00000017623	zf-C2H2	ENSSSCP00000019724;ENSSSCP00000018677;ENSSSCP00000022509;ENSSSCP00000023901;	100511406
Sus_scrofa	-	ENSSSCG00000033369	zf-C2H2	ENSSSCP00000045666;	110261292
Sus_scrofa	ELK3	ENSSSCG00000023803	ETS	ENSSSCP00000020281;	100622445
Sus_scrofa	LMX1A	ENSSSCG00000006329	Homeobox	ENSSSCP00000020221;ENSSSCP00000006748;ENSSSCP00000057039;	-
Sus_scrofa	POU4F2	ENSSSCG00000026015	Pou	ENSSSCP00000019316;	-
Sus_scrofa	SOX14	ENSSSCG00000031721	HMG	ENSSSCP00000034711;ENSSSCP00000048548;ENSSSCP00000041076;	-
Sus_scrofa	CTCFL	ENSSSCG00000007505	zf-C2H2	ENSSSCP00000008000;	100126237
Sus_scrofa	ZNF771	ENSSSCG00000040745	zf-C2H2	ENSSSCP00000056131;ENSSSCP00000051120;	100621101
Sus_scrofa	ZNF572	ENSSSCG00000005971	zf-C2H2	ENSSSCP00000006379;	-
Sus_scrofa	NKX2-1	ENSSSCG00000001945	Homeobox	ENSSSCP00000002126;ENSSSCP00000054869;	100154384
Sus_scrofa	HOXC4	ENSSSCG00000038993	Homeobox	ENSSSCP00000054797;ENSSSCP00000039071;	100154759
Sus_scrofa	SMAD4	ENSSSCG00000004524	MH1	ENSSSCP00000041360;ENSSSCP00000058437;ENSSSCP00000050346;ENSSSCP00000034623;ENSSSCP00000051383;ENSSSCP00000004879;	397142
Sus_scrofa	PBX2	ENSSSCG00000001438	Homeobox	ENSSSCP00000001548;ENSSSCP00000031647;	100144541
Sus_scrofa	ZNF182	ENSSSCG00000012284	zf-C2H2	ENSSSCP00000050993;ENSSSCP00000044360;ENSSSCP00000013073;	100627428
Sus_scrofa	ZNF683	ENSSSCG00000040579	zf-C2H2	ENSSSCP00000040393;ENSSSCP00000056160;ENSSSCP00000046216;ENSSSCP00000040703;ENSSSCP00000048781;	100524870
Sus_scrofa	MAX	ENSSSCG00000037267	bHLH	ENSSSCP00000049597;ENSSSCP00000059369;ENSSSCP00000053771;	100517170
Sus_scrofa	TCF15	ENSSSCG00000036940	bHLH	ENSSSCP00000035077;	100517249
Sus_scrofa	ATF2	ENSSSCG00000038076	TF_bZIP	ENSSSCP00000052628;ENSSSCP00000058989;ENSSSCP00000016924;ENSSSCP00000057832;	100513441
Sus_scrofa	HOXB7	ENSSSCG00000017538	Homeobox	ENSSSCP00000018586;	100522513
Sus_scrofa	GSX1	ENSSSCG00000009313	Homeobox	ENSSSCP00000009935;ENSSSCP00000054049;	100512489
Sus_scrofa	ZNF580	ENSSSCG00000031349	zf-C2H2	ENSSSCP00000051021;	-
Sus_scrofa	PLAGL1	ENSSSCG00000004127	zf-C2H2	ENSSSCP00000004459;ENSSSCP00000042271;ENSSSCP00000035313;ENSSSCP00000042154;	733596
Sus_scrofa	SREBF2	ENSSSCG00000026092	bHLH	ENSSSCP00000021509;ENSSSCP00000053362;ENSSSCP00000057081;	396675
Sus_scrofa	TRPS1	ENSSSCG00000006018	zf-GATA	ENSSSCP00000030300;ENSSSCP00000020158;ENSSSCP00000053901;ENSSSCP00000056374;ENSSSCP00000034460;ENSSSCP00000006428;ENSSSCP00000024371;	102163407
Sus_scrofa	FOXA1	ENSSSCG00000037634	Fork_head	ENSSSCP00000042307;	100156502
Sus_scrofa	MAFB	ENSSSCG00000032251	TF_bZIP	ENSSSCP00000053151;	100518227
Sus_scrofa	HMX1	ENSSSCG00000008720	Homeobox	ENSSSCP00000021932;ENSSSCP00000009295;	100523559
Sus_scrofa	POU4F1	ENSSSCG00000025334	Pou	ENSSSCP00000027532;ENSSSCP00000053309;	100736643
Sus_scrofa	PAX9	ENSSSCG00000001942	PAX	ENSSSCP00000002123;	100156821
Sus_scrofa	UNCX	ENSSSCG00000007555	Homeobox	ENSSSCP00000020232;	100523430
Sus_scrofa	NPAS1	ENSSSCG00000003108	bHLH	ENSSSCP00000003364;	100517221
Sus_scrofa	SNAPC4	ENSSSCG00000038262	MYB	ENSSSCP00000049678;	110258073
Sus_scrofa	SIM1	ENSSSCG00000004357	bHLH	ENSSSCP00000047982;ENSSSCP00000004700;	100154026
Sus_scrofa	ZNF423	ENSSSCG00000002838	zf-C2H2	ENSSSCP00000052090;ENSSSCP00000003058;ENSSSCP00000048404;ENSSSCP00000049158;ENSSSCP00000026680;	100520077
Sus_scrofa	NKX6-2	ENSSSCG00000036098	Homeobox	ENSSSCP00000058686;	106506164
Sus_scrofa	MBD3	ENSSSCG00000013435	MBD	ENSSSCP00000014284;	100523889
Sus_scrofa	ZNF234	ENSSSCG00000038289	zf-C2H2	ENSSSCP00000042815;ENSSSCP00000041956;ENSSSCP00000054120;ENSSSCP00000003330;	-
Sus_scrofa	NHLH2	ENSSSCG00000006744	bHLH	ENSSSCP00000007194;	100152544
Sus_scrofa	HOXD13	ENSSSCG00000015979	Homeobox	ENSSSCP00000016931;	100152793
Sus_scrofa	GRHL1	ENSSSCG00000026068	CP2	ENSSSCP00000022349;	100738560
Sus_scrofa	HOXD4	ENSSSCG00000015984	Homeobox	ENSSSCP00000016936;	-
Sus_scrofa	MIXL1	ENSSSCG00000030675	Homeobox	ENSSSCP00000026554;	-
Sus_scrofa	LBX1	ENSSSCG00000022693	Homeobox	ENSSSCP00000040350;ENSSSCP00000022105;	100155030
Sus_scrofa	-	ENSSSCG00000012359	zf-C2H2	ENSSSCP00000013154;	110258620
Sus_scrofa	FEZF1	ENSSSCG00000031221	zf-C2H2	ENSSSCP00000059103;	100511110
Sus_scrofa	-	ENSSSCG00000040331	CSD	ENSSSCP00000031924;ENSSSCP00000040550;	-
Sus_scrofa	FOXQ1	ENSSSCG00000000991	Fork_head	ENSSSCP00000001059;	100152843
Sus_scrofa	ZIC1	ENSSSCG00000011692	zf-C2H2	ENSSSCP00000012462;	100153570
Sus_scrofa	LHX2	ENSSSCG00000005586	Homeobox	ENSSSCP00000036382;ENSSSCP00000005982;	100156063
Sus_scrofa	CREB1	ENSSSCG00000034395	TF_bZIP	ENSSSCP00000044086;ENSSSCP00000057537;ENSSSCP00000057004;ENSSSCP00000047913;	100736562
Sus_scrofa	ZNF581	ENSSSCG00000040721	zf-C2H2	ENSSSCP00000033389;	100620473
Sus_scrofa	ZNF648	ENSSSCG00000015544	zf-C2H2	ENSSSCP00000016480;ENSSSCP00000037625;ENSSSCP00000037494;	-
Sus_scrofa	RARB	ENSSSCG00000011212	THR-like	ENSSSCP00000039876;ENSSSCP00000011961;	-
Sus_scrofa	NR1D1	ENSSSCG00000036933	THR-like	ENSSSCP00000035770;ENSSSCP00000041310;	641342
Sus_scrofa	ZBTB3	ENSSSCG00000037745	ZBTB	ENSSSCP00000031871;	-
Sus_scrofa	GCM2	ENSSSCG00000035562	GCM	ENSSSCP00000041227;	100738494
Sus_scrofa	IKZF1	ENSSSCG00000038345	zf-C2H2	ENSSSCP00000016568;ENSSSCP00000043726;ENSSSCP00000031668;ENSSSCP00000051814;ENSSSCP00000039014;ENSSSCP00000036017;	100515333
Sus_scrofa	-	ENSSSCG00000037088	HMG	ENSSSCP00000027045;	106504154
Sus_scrofa	-	ENSSSCG00000013836	zf-C2H2	ENSSSCP00000027403;ENSSSCP00000027089;ENSSSCP00000049422;ENSSSCP00000014709;	100524241
Sus_scrofa	ATF6	ENSSSCG00000006346	TF_bZIP	ENSSSCP00000043666;ENSSSCP00000006765;ENSSSCP00000039015;	100158076
Sus_scrofa	ZBTB2	ENSSSCG00000004090	ZBTB	ENSSSCP00000004419;ENSSSCP00000055552;ENSSSCP00000055552;	100157847
Sus_scrofa	TP63	ENSSSCG00000025592	P53	ENSSSCP00000025960;ENSSSCP00000055061;ENSSSCP00000057531;	100625258
Sus_scrofa	TWIST1	ENSSSCG00000015370	bHLH	ENSSSCP00000016298;	100516456
Sus_scrofa	MAFG	ENSSSCG00000035253	TF_bZIP	ENSSSCP00000053191;	110255931
Sus_scrofa	ZNF79	ENSSSCG00000005611	zf-C2H2	ENSSSCP00000006011;	100153924
Sus_scrofa	-	ENSSSCG00000032352	zf-C2H2	ENSSSCP00000049253;ENSSSCP00000051310;ENSSSCP00000049684;ENSSSCP00000053485;ENSSSCP00000042813;	-
Sus_scrofa	ZNF248	ENSSSCG00000037204	zf-C2H2	ENSSSCP00000038376;ENSSSCP00000042372;ENSSSCP00000055221;ENSSSCP00000047510;ENSSSCP00000048291;ENSSSCP00000047551;	100155460
Sus_scrofa	-	ENSSSCG00000034211	ETS	ENSSSCP00000041053;	100525926
Sus_scrofa	-	ENSSSCG00000035642	Homeobox	ENSSSCP00000050264;	110257972
Sus_scrofa	-	ENSSSCG00000039954	HSF	ENSSSCP00000049313;	110257920
Sus_scrofa	KLF9	ENSSSCG00000021646	zf-C2H2	ENSSSCP00000023475;ENSSSCP00000049704;	494562
Sus_scrofa	ZNF786	ENSSSCG00000015450	zf-C2H2	ENSSSCP00000035720;ENSSSCP00000053218;ENSSSCP00000016382;	100624957
Sus_scrofa	-	ENSSSCG00000032098	zf-C2H2	ENSSSCP00000039233;	102165847
Sus_scrofa	SSRP1	ENSSSCG00000029059	HMG	ENSSSCP00000024875;ENSSSCP00000034606;	100624907
Sus_scrofa	FLI1	ENSSSCG00000015237	ETS	ENSSSCP00000016158;ENSSSCP00000054671;ENSSSCP00000036958;	100515914
Sus_scrofa	-	ENSSSCG00000033232	zf-C2H2	ENSSSCP00000049541;	110261314
Sus_scrofa	FOXM1	ENSSSCG00000000739	Fork_head	ENSSSCP00000000787;ENSSSCP00000027492;ENSSSCP00000042920;	100511565
Sus_scrofa	PRDM5	ENSSSCG00000009101	zf-C2H2	ENSSSCP00000043570;ENSSSCP00000042369;ENSSSCP00000009710;ENSSSCP00000047373;ENSSSCP00000055927;	100522885
Sus_scrofa	HNF4A	ENSSSCG00000007371	RXR-like	ENSSSCP00000050605;ENSSSCP00000007852;	733636
Sus_scrofa	PITX2	ENSSSCG00000034708	Homeobox	ENSSSCP00000050328;ENSSSCP00000047560;	100515395
Sus_scrofa	-	ENSSSCG00000040343	zf-C2H2	ENSSSCP00000049806;	-
Sus_scrofa	WT1	ENSSSCG00000013316	zf-C2H2	ENSSSCP00000019417;ENSSSCP00000014148;	397338
Sus_scrofa	NKX3-1	ENSSSCG00000031924	Homeobox	ENSSSCP00000057422;	100738625
Sus_scrofa	BHLHE40	ENSSSCG00000036136	bHLH	ENSSSCP00000054527;	100514873
Sus_scrofa	ZNF407	ENSSSCG00000033971	zf-C2H2	ENSSSCP00000047729;ENSSSCP00000048403;	100152080
Sus_scrofa	ZNF524	ENSSSCG00000024661	zf-C2H2	ENSSSCP00000020326;	-
Sus_scrofa	ZNF575	ENSSSCG00000003054	zf-C2H2	ENSSSCP00000003308;ENSSSCP00000042832;	-
Sus_scrofa	ARID3B	ENSSSCG00000001905	ARID	ENSSSCP00000002084;	100521805
Sus_scrofa	IKZF3	ENSSSCG00000017494	zf-C2H2	ENSSSCP00000057788;ENSSSCP00000056314;ENSSSCP00000018542;	100516292
Sus_scrofa	-	ENSSSCG00000036557	PC4	ENSSSCP00000016643;ENSSSCP00000013264;	-
Sus_scrofa	ZNF354A	ENSSSCG00000036688	zf-C2H2	ENSSSCP00000046101;ENSSSCP00000034650;ENSSSCP00000046567;	102160361
Sus_scrofa	FOXA3	ENSSSCG00000003092	Fork_head	ENSSSCP00000003348;	100512416
Sus_scrofa	BCL11B	ENSSSCG00000002507	zf-C2H2	ENSSSCP00000002714;	100154158
Sus_scrofa	ZNF512	ENSSSCG00000008545	zf-C2H2	ENSSSCP00000009110;ENSSSCP00000038221;ENSSSCP00000058343;ENSSSCP00000044125;	100521129
Sus_scrofa	MYBL2	ENSSSCG00000007366	MYB	ENSSSCP00000047240;ENSSSCP00000007847;	100157175
Sus_scrofa	RBAK	ENSSSCG00000008668	zf-C2H2	ENSSSCP00000009241;	100620178
Sus_scrofa	-	ENSSSCG00000034286	HMG	ENSSSCP00000052718;	-
Sus_scrofa	ZNF251	ENSSSCG00000022161	zf-C2H2	ENSSSCP00000053757;ENSSSCP00000032540;ENSSSCP00000037607;ENSSSCP00000021100;ENSSSCP00000051163;ENSSSCP00000059183;ENSSSCP00000038429;	100738561
Sus_scrofa	-	ENSSSCG00000026476	Homeobox	ENSSSCP00000052597;	-
Sus_scrofa	LHX3	ENSSSCG00000034657	Homeobox	ENSSSCP00000035178;ENSSSCP00000058518;	396712
Sus_scrofa	ZNF655	ENSSSCG00000007617	zf-C2H2	ENSSSCP00000053538;ENSSSCP00000038805;ENSSSCP00000045117;ENSSSCP00000047672;ENSSSCP00000008138;ENSSSCP00000049190;	100519015
Sus_scrofa	BACH1	ENSSSCG00000012029	TF_bZIP	ENSSSCP00000057103;ENSSSCP00000056691;ENSSSCP00000032983;ENSSSCP00000012811;ENSSSCP00000044434;	100523514
Sus_scrofa	POU2F1	ENSSSCG00000006310	Pou	ENSSSCP00000056861;ENSSSCP00000058430;ENSSSCP00000058676;ENSSSCP00000054624;ENSSSCP00000006729;	397501
Sus_scrofa	BNC1	ENSSSCG00000001798	zf-C2H2	ENSSSCP00000001965;ENSSSCP00000049276;	100156444
Sus_scrofa	ZNF235	ENSSSCG00000022434	zf-C2H2	ENSSSCP00000020416;ENSSSCP00000047979;	-
Sus_scrofa	ZNF71	ENSSSCG00000026141	zf-C2H2	ENSSSCP00000004327;ENSSSCP00000027647;	106510592
Sus_scrofa	-	ENSSSCG00000022120	ZBTB	ENSSSCP00000019397;ENSSSCP00000019397;	102163469
Sus_scrofa	NFATC2	ENSSSCG00000007477	RHD	ENSSSCP00000007967;ENSSSCP00000058806;ENSSSCP00000029783;	100134969
Sus_scrofa	ZNF691	ENSSSCG00000040559	zf-C2H2	ENSSSCP00000056761;	100628198
Sus_scrofa	ZBTB47	ENSSSCG00000030065	ZBTB	ENSSSCP00000027497;ENSSSCP00000027497;	100523512
Sus_scrofa	ZBTB25	ENSSSCG00000039616	ZBTB	ENSSSCP00000041991;ENSSSCP00000039193;	110261686
Sus_scrofa	ZNF24	ENSSSCG00000023276	zf-C2H2	ENSSSCP00000043129;ENSSSCP00000021020;ENSSSCP00000053583;ENSSSCP00000054564;	100628069
Sus_scrofa	-	ENSSSCG00000031258	HSF	ENSSSCP00000055594;	110257928
Sus_scrofa	MTA3	ENSSSCG00000008464	MYB	ENSSSCP00000009032;ENSSSCP00000027521;	-
Sus_scrofa	-	ENSSSCG00000040828	zf-C2H2	ENSSSCP00000057342;ENSSSCP00000041498;ENSSSCP00000048002;	100624467
Sus_scrofa	GLIS2	ENSSSCG00000023653	zf-C2H2	ENSSSCP00000025993;	100624334
Sus_scrofa	ADNP	ENSSSCG00000007473	Homeobox	ENSSSCP00000028596;ENSSSCP00000007961;ENSSSCP00000054300;ENSSSCP00000034993;ENSSSCP00000050485;ENSSSCP00000058597;	100141411
Sus_scrofa	HSF2	ENSSSCG00000004238	HSF	ENSSSCP00000004576;ENSSSCP00000042559;	100154234
Sus_scrofa	ZFHX3	ENSSSCG00000002752	Homeobox	ENSSSCP00000002970;	100519194
Sus_scrofa	GLI1	ENSSSCG00000000443	zf-C2H2	ENSSSCP00000057276;ENSSSCP00000000471;ENSSSCP00000050454;	100520490
Sus_scrofa	-	ENSSSCG00000034099	Homeobox	ENSSSCP00000053164;	-
Sus_scrofa	RFX6	ENSSSCG00000039333	RFX	ENSSSCP00000041121;ENSSSCP00000050667;ENSSSCP00000044082;	102161990
Sus_scrofa	description:pituitary	ENSSSCG00000036741	Homeobox	ENSSSCP00000034956;ENSSSCP00000048382;	100689266
Sus_scrofa	MSC	ENSSSCG00000006187	bHLH	ENSSSCP00000006598;	100155518
Sus_scrofa	ZNF664	ENSSSCG00000032962	zf-C2H2	ENSSSCP00000043384;ENSSSCP00000042910;ENSSSCP00000052659;ENSSSCP00000010427;ENSSSCP00000032999;	100156972
